,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
11157,43,admin.,married,unknown,no,3485,no,no,unknown,18,jun,113,1,-1,0,unknown,no
22855,39,management,divorced,tertiary,no,355,yes,no,cellular,25,aug,313,5,-1,0,unknown,no
36159,43,services,single,secondary,no,518,yes,no,cellular,11,may,295,1,370,1,failure,no
1740,29,blue-collar,single,primary,no,-680,yes,no,unknown,9,may,117,2,-1,0,unknown,no
26401,32,entrepreneur,married,tertiary,no,3192,no,no,cellular,20,nov,44,1,-1,0,unknown,no
2706,46,admin.,divorced,tertiary,no,3749,yes,no,unknown,13,may,69,19,-1,0,unknown,no
9641,45,technician,married,secondary,no,4639,no,no,unknown,6,jun,82,2,-1,0,unknown,no
13884,46,blue-collar,married,primary,no,-388,yes,yes,cellular,10,jul,207,1,-1,0,unknown,no
20540,48,management,divorced,tertiary,no,148,no,no,cellular,12,aug,152,2,-1,0,unknown,no
15910,33,management,single,tertiary,no,-149,yes,no,cellular,22,jul,383,3,-1,0,unknown,no
40558,67,admin.,married,primary,no,1093,no,no,telephone,8,jul,64,3,-1,0,unknown,no
30361,31,services,married,secondary,no,1004,no,no,cellular,5,feb,96,6,-1,0,unknown,no
43508,74,retired,married,tertiary,no,4912,no,no,telephone,20,apr,268,2,181,3,failure,no
31481,38,admin.,single,secondary,no,10,no,no,cellular,1,apr,117,1,-1,0,unknown,no
26559,33,blue-collar,married,secondary,no,53,no,no,cellular,20,nov,113,1,-1,0,unknown,no
37825,33,housemaid,single,secondary,no,96,yes,no,cellular,14,may,30,6,-1,0,unknown,no
35872,39,technician,single,secondary,no,1685,yes,no,cellular,8,may,319,1,368,1,failure,no
40570,27,management,single,tertiary,no,2489,no,no,cellular,15,jul,323,2,163,2,other,yes
5152,34,blue-collar,single,primary,no,245,yes,no,unknown,21,may,21,3,-1,0,unknown,no
20246,32,unemployed,married,tertiary,no,1364,no,no,cellular,11,aug,104,4,-1,0,unknown,no
9273,51,services,married,unknown,no,518,no,no,unknown,5,jun,312,3,-1,0,unknown,no
933,39,blue-collar,married,secondary,yes,-345,yes,no,unknown,7,may,69,1,-1,0,unknown,no
35291,32,blue-collar,married,primary,no,-145,yes,yes,cellular,7,may,273,1,-1,0,unknown,no
16726,43,entrepreneur,married,secondary,no,0,no,no,telephone,24,jul,122,12,-1,0,unknown,no
39610,31,management,married,tertiary,no,2196,yes,no,cellular,26,may,299,2,-1,0,unknown,no
1760,50,blue-collar,married,primary,no,2590,yes,no,unknown,9,may,257,6,-1,0,unknown,no
1555,43,management,divorced,tertiary,no,0,yes,no,unknown,8,may,123,2,-1,0,unknown,no
42428,42,management,married,tertiary,no,144,no,no,cellular,7,dec,143,1,283,3,failure,no
4494,37,admin.,married,secondary,no,1283,yes,no,unknown,20,may,209,1,-1,0,unknown,no
24141,29,management,single,tertiary,no,572,yes,no,telephone,8,nov,319,1,-1,0,unknown,yes
2070,42,blue-collar,married,primary,no,-25,yes,no,unknown,12,may,62,2,-1,0,unknown,no
40396,37,entrepreneur,married,tertiary,no,1649,no,yes,cellular,1,jul,140,3,-1,0,unknown,yes
6679,35,services,married,secondary,no,1453,yes,no,unknown,28,may,199,1,-1,0,unknown,no
13735,39,services,single,primary,no,4453,yes,no,cellular,10,jul,156,1,-1,0,unknown,no
44595,21,student,single,primary,no,281,no,no,unknown,24,aug,11,1,-1,0,unknown,no
37044,38,technician,single,secondary,no,61,yes,no,cellular,13,may,109,1,359,8,failure,no
12931,32,blue-collar,single,secondary,no,22,no,no,cellular,7,jul,280,1,-1,0,unknown,no
42150,69,technician,married,tertiary,no,482,no,no,cellular,4,nov,101,1,-1,0,unknown,no
42825,77,retired,married,tertiary,no,7802,no,no,telephone,1,feb,483,2,-1,0,unknown,yes
45006,38,management,married,tertiary,no,413,no,no,cellular,13,oct,252,2,183,3,success,yes
32551,51,blue-collar,married,unknown,no,296,no,no,cellular,17,apr,177,1,-1,0,unknown,no
15324,48,management,married,tertiary,no,192,no,yes,cellular,18,jul,268,1,-1,0,unknown,no
38619,34,admin.,divorced,secondary,no,1268,yes,no,cellular,15,may,259,3,-1,0,unknown,no
15716,32,blue-collar,divorced,secondary,no,-289,yes,yes,cellular,21,jul,808,5,-1,0,unknown,no
40424,33,management,single,tertiary,no,804,yes,no,cellular,2,jul,226,1,-1,0,unknown,no
44855,43,unemployed,married,secondary,no,0,yes,yes,cellular,23,sep,183,2,184,13,failure,yes
2501,44,blue-collar,married,secondary,no,476,yes,no,unknown,13,may,473,1,-1,0,unknown,no
25930,37,technician,single,tertiary,no,3943,no,no,cellular,19,nov,37,1,-1,0,unknown,no
29751,42,unemployed,divorced,primary,no,148,yes,no,cellular,4,feb,102,1,-1,0,unknown,no
21861,31,services,married,secondary,no,182,no,no,cellular,20,aug,231,2,-1,0,unknown,no
6217,29,admin.,single,tertiary,no,2904,yes,no,unknown,27,may,33,1,-1,0,unknown,no
37098,59,blue-collar,divorced,secondary,no,61,yes,no,cellular,13,may,61,1,-1,0,unknown,no
10343,50,unknown,single,unknown,no,490,no,no,unknown,12,jun,189,1,-1,0,unknown,no
21740,52,technician,married,secondary,no,-240,no,no,cellular,19,aug,392,3,-1,0,unknown,no
19672,31,management,married,tertiary,no,676,no,no,cellular,7,aug,1182,1,-1,0,unknown,yes
15307,46,housemaid,married,primary,no,238,no,yes,cellular,18,jul,85,2,-1,0,unknown,no
22508,34,management,married,secondary,no,857,yes,no,cellular,22,aug,238,6,-1,0,unknown,no
34238,32,student,single,tertiary,no,214,no,no,cellular,4,may,117,1,-1,0,unknown,no
30535,39,technician,single,secondary,no,0,yes,yes,cellular,5,feb,95,4,-1,0,unknown,no
20548,57,blue-collar,married,secondary,no,6004,yes,no,cellular,12,aug,157,6,-1,0,unknown,no
29596,42,technician,married,secondary,no,440,yes,no,cellular,3,feb,13,5,-1,0,unknown,no
4760,39,blue-collar,married,primary,no,-197,yes,no,unknown,20,may,204,2,-1,0,unknown,no
5817,51,blue-collar,married,primary,no,21,no,no,unknown,26,may,153,1,-1,0,unknown,no
23396,32,technician,single,tertiary,no,930,no,no,cellular,27,aug,85,7,-1,0,unknown,no
21297,52,management,married,tertiary,no,52,no,yes,cellular,18,aug,124,4,-1,0,unknown,no
2754,27,blue-collar,single,secondary,yes,-2,yes,yes,unknown,14,may,123,5,-1,0,unknown,no
34114,49,blue-collar,married,secondary,no,298,yes,no,cellular,30,apr,264,2,86,3,failure,no
37639,46,management,divorced,tertiary,no,225,yes,no,cellular,14,may,201,1,345,1,other,no
6798,39,blue-collar,married,unknown,no,638,yes,yes,unknown,28,may,83,2,-1,0,unknown,no
44233,44,management,single,tertiary,no,1090,no,no,cellular,19,jul,204,4,532,2,other,yes
35609,45,technician,divorced,secondary,no,3271,no,no,cellular,7,may,388,2,-1,0,unknown,no
12073,44,blue-collar,married,primary,no,-312,yes,no,unknown,20,jun,22,3,-1,0,unknown,no
13586,51,blue-collar,married,primary,no,804,yes,no,cellular,9,jul,176,1,-1,0,unknown,no
14902,43,blue-collar,married,secondary,no,184,no,yes,cellular,16,jul,1019,11,-1,0,unknown,yes
7603,55,blue-collar,married,primary,no,828,yes,no,unknown,30,may,246,1,-1,0,unknown,no
13467,58,entrepreneur,married,tertiary,no,776,yes,no,telephone,9,jul,990,1,-1,0,unknown,yes
38318,36,blue-collar,divorced,secondary,no,421,yes,no,cellular,15,may,34,7,360,4,other,no
33959,46,technician,married,secondary,no,0,no,no,cellular,30,apr,200,1,259,2,other,yes
3610,42,blue-collar,married,primary,no,2519,yes,no,unknown,15,may,262,4,-1,0,unknown,no
20141,39,technician,married,secondary,no,-112,no,yes,cellular,11,aug,187,2,-1,0,unknown,no
38687,55,blue-collar,married,primary,no,135,yes,no,cellular,15,may,641,6,-1,0,unknown,no
14536,33,services,divorced,secondary,no,437,yes,no,cellular,15,jul,184,2,-1,0,unknown,no
24072,36,management,married,tertiary,no,2415,yes,no,telephone,22,oct,73,1,86,4,other,no
27894,60,self-employed,married,primary,no,362,no,yes,cellular,28,jan,326,1,183,6,success,no
19234,32,technician,married,secondary,no,0,no,no,cellular,6,aug,254,2,-1,0,unknown,no
28782,26,management,married,tertiary,no,265,no,no,cellular,30,jan,650,2,-1,0,unknown,no
26933,54,technician,single,secondary,no,2237,no,no,cellular,21,nov,149,5,-1,0,unknown,no
37033,58,blue-collar,married,secondary,no,602,yes,no,cellular,13,may,201,1,-1,0,unknown,no
17092,41,blue-collar,married,unknown,no,0,no,yes,cellular,25,jul,210,4,-1,0,unknown,no
765,51,blue-collar,divorced,secondary,no,421,yes,no,unknown,6,may,216,2,-1,0,unknown,no
1912,37,admin.,married,secondary,no,-356,no,yes,unknown,9,may,49,1,-1,0,unknown,no
17566,51,admin.,married,secondary,no,0,no,no,telephone,29,jul,27,2,-1,0,unknown,no
36727,32,admin.,divorced,secondary,no,1288,yes,no,cellular,12,may,286,1,-1,0,unknown,no
11652,36,student,married,tertiary,no,408,no,no,unknown,20,jun,112,3,-1,0,unknown,no
10759,30,self-employed,married,secondary,no,421,yes,yes,unknown,17,jun,62,4,-1,0,unknown,no
37753,40,blue-collar,married,primary,no,637,yes,no,cellular,14,may,200,1,-1,0,unknown,no
36330,40,services,married,secondary,no,695,yes,no,cellular,11,may,270,1,348,10,failure,no
24333,41,management,single,tertiary,no,3013,yes,no,cellular,17,nov,150,1,-1,0,unknown,no
4427,29,services,single,secondary,no,271,yes,no,unknown,20,may,1882,2,-1,0,unknown,yes
31885,42,management,married,tertiary,no,1773,no,no,cellular,9,apr,311,1,336,1,failure,no
10841,49,retired,single,primary,no,25824,no,no,unknown,17,jun,94,1,-1,0,unknown,no
17849,58,unemployed,married,secondary,no,610,yes,no,telephone,29,jul,246,2,-1,0,unknown,no
40253,32,management,single,tertiary,no,718,yes,no,cellular,15,jun,95,1,-1,0,unknown,yes
14745,37,management,married,tertiary,no,6014,yes,no,cellular,15,jul,163,6,-1,0,unknown,no
38733,33,management,married,tertiary,no,5792,yes,no,cellular,18,may,55,2,-1,0,unknown,no
17990,36,entrepreneur,single,secondary,no,296,no,no,cellular,30,jul,122,2,-1,0,unknown,no
12915,52,unemployed,married,tertiary,no,1023,no,no,cellular,7,jul,107,6,-1,0,unknown,no
23133,34,technician,married,secondary,no,1005,no,no,cellular,26,aug,209,7,-1,0,unknown,no
44750,28,management,married,tertiary,no,12,yes,no,cellular,9,sep,202,1,-1,0,unknown,yes
7178,31,blue-collar,married,secondary,no,1017,yes,no,unknown,29,may,514,3,-1,0,unknown,no
1703,26,services,single,secondary,no,187,yes,no,unknown,9,may,341,1,-1,0,unknown,no
27439,32,management,divorced,tertiary,no,874,no,no,cellular,21,nov,366,3,101,6,success,no
22194,37,management,married,tertiary,no,727,no,no,cellular,21,aug,176,10,-1,0,unknown,no
40219,31,management,single,tertiary,no,5205,no,no,cellular,9,jun,529,2,-1,0,unknown,yes
34521,29,blue-collar,single,secondary,no,-16,yes,yes,cellular,5,may,201,1,-1,0,unknown,no
30093,28,technician,single,tertiary,no,4253,yes,no,cellular,4,feb,336,6,-1,0,unknown,no
14156,39,blue-collar,married,primary,no,0,yes,no,cellular,11,jul,117,2,-1,0,unknown,no
17668,47,technician,single,secondary,no,736,no,no,cellular,29,jul,212,2,-1,0,unknown,no
37436,47,blue-collar,married,primary,no,6150,yes,no,cellular,13,may,444,2,174,2,failure,no
16668,39,admin.,divorced,secondary,no,1086,no,no,cellular,24,jul,92,1,-1,0,unknown,no
4938,30,services,married,tertiary,no,1380,yes,no,unknown,21,may,294,2,-1,0,unknown,no
3063,42,admin.,divorced,secondary,no,1811,yes,no,unknown,14,may,150,1,-1,0,unknown,no
41129,71,retired,married,unknown,no,1741,no,no,cellular,18,aug,177,1,-1,0,unknown,no
1290,26,blue-collar,single,secondary,no,-29,yes,no,unknown,8,may,196,1,-1,0,unknown,no
26566,41,blue-collar,married,primary,no,875,yes,no,cellular,20,nov,197,1,-1,0,unknown,no
24676,44,management,married,tertiary,no,724,yes,no,cellular,17,nov,157,2,172,1,failure,no
11107,37,blue-collar,single,secondary,no,415,no,no,unknown,18,jun,203,1,-1,0,unknown,no
27147,33,management,married,tertiary,no,1602,no,no,cellular,21,nov,44,3,-1,0,unknown,no
6878,25,entrepreneur,single,primary,no,-65,yes,no,unknown,28,may,129,2,-1,0,unknown,no
36827,49,management,divorced,secondary,no,1598,yes,no,cellular,12,may,76,2,348,1,failure,no
44026,23,services,single,secondary,no,488,no,no,cellular,29,jun,205,1,91,3,success,yes
40777,31,management,married,tertiary,no,10884,no,no,cellular,10,aug,294,3,98,2,success,yes
18597,55,technician,married,tertiary,no,804,no,no,cellular,31,jul,245,5,-1,0,unknown,no
27132,52,services,divorced,secondary,no,2455,no,no,telephone,21,nov,76,1,119,1,failure,no
40695,30,technician,married,secondary,no,776,no,no,cellular,7,aug,72,1,99,2,success,no
12696,53,blue-collar,married,primary,no,465,yes,no,cellular,7,jul,111,2,-1,0,unknown,no
7944,36,management,married,tertiary,no,2609,yes,no,unknown,30,may,141,9,-1,0,unknown,no
43011,64,retired,married,tertiary,no,846,no,no,cellular,11,feb,671,1,181,3,failure,yes
4683,30,services,single,secondary,no,862,yes,yes,unknown,20,may,550,2,-1,0,unknown,no
17424,45,admin.,married,secondary,no,1214,yes,no,cellular,28,jul,118,2,-1,0,unknown,no
31640,45,blue-collar,married,secondary,no,146,yes,yes,cellular,6,apr,294,1,305,15,failure,no
30457,35,self-employed,married,tertiary,no,137,no,no,cellular,5,feb,142,4,-1,0,unknown,no
14061,40,management,married,tertiary,no,-83,yes,yes,cellular,11,jul,131,2,-1,0,unknown,no
38190,48,management,married,tertiary,yes,-13,yes,no,cellular,15,may,20,6,291,2,other,no
9178,41,admin.,married,secondary,no,21515,yes,no,unknown,5,jun,87,1,-1,0,unknown,no
38851,43,blue-collar,married,primary,no,714,yes,no,cellular,18,may,16,6,362,28,failure,no
27181,34,blue-collar,single,secondary,no,1423,yes,no,cellular,21,nov,55,2,-1,0,unknown,no
42820,60,management,married,unknown,no,264,no,no,telephone,1,feb,265,1,-1,0,unknown,yes
39232,33,management,single,secondary,no,219,yes,no,cellular,18,may,19,4,-1,0,unknown,no
38206,37,blue-collar,divorced,secondary,no,-59,yes,no,cellular,15,may,169,1,352,1,failure,no
4183,31,technician,single,tertiary,no,221,yes,no,unknown,19,may,145,3,-1,0,unknown,no
42493,53,entrepreneur,married,tertiary,no,1961,no,no,cellular,15,dec,351,1,-1,0,unknown,yes
7954,35,blue-collar,single,tertiary,no,573,no,no,unknown,30,may,116,3,-1,0,unknown,no
32593,31,blue-collar,married,secondary,no,658,yes,yes,cellular,17,apr,268,1,270,1,failure,no
10077,53,self-employed,married,tertiary,no,1128,no,no,unknown,11,jun,29,1,-1,0,unknown,no
30514,27,student,single,unknown,no,2183,no,no,cellular,5,feb,219,3,-1,0,unknown,no
18632,30,blue-collar,single,unknown,no,-570,yes,no,cellular,31,jul,12,22,-1,0,unknown,no
22177,34,management,divorced,tertiary,no,0,no,no,cellular,21,aug,123,2,-1,0,unknown,no
30183,33,blue-collar,single,secondary,no,16649,yes,no,cellular,5,feb,173,1,-1,0,unknown,no
16211,52,technician,married,secondary,no,192,yes,no,cellular,23,jul,61,2,-1,0,unknown,no
39873,59,unemployed,divorced,secondary,no,2026,no,no,cellular,2,jun,395,1,-1,0,unknown,no
39138,50,technician,divorced,secondary,no,116,yes,no,cellular,18,may,40,2,321,14,other,no
16514,42,technician,single,secondary,no,2646,yes,no,cellular,23,jul,280,4,-1,0,unknown,no
9611,50,blue-collar,married,secondary,no,289,no,no,unknown,6,jun,73,1,-1,0,unknown,no
4741,40,blue-collar,married,primary,no,236,yes,no,unknown,20,may,167,2,-1,0,unknown,no
28955,34,management,married,tertiary,no,0,no,no,cellular,2,feb,327,1,-1,0,unknown,no
24657,44,management,single,secondary,no,3684,yes,no,cellular,17,nov,35,3,-1,0,unknown,no
12501,29,technician,single,tertiary,no,101,no,no,unknown,2,jul,143,4,-1,0,unknown,no
35077,34,technician,single,secondary,no,1259,yes,no,cellular,6,may,379,2,169,1,failure,no
13920,33,management,married,tertiary,no,1163,yes,no,cellular,10,jul,210,1,-1,0,unknown,no
19210,58,services,married,secondary,no,688,no,no,cellular,6,aug,152,2,-1,0,unknown,no
38819,36,admin.,single,secondary,no,507,yes,no,cellular,18,may,264,1,300,2,success,no
27062,31,entrepreneur,single,secondary,no,159,yes,no,cellular,21,nov,66,1,182,1,failure,no
11442,37,admin.,single,secondary,no,124,yes,no,unknown,19,jun,635,3,-1,0,unknown,no
36096,29,admin.,single,tertiary,no,200,yes,no,cellular,11,may,195,1,357,1,other,no
4634,31,admin.,single,secondary,no,431,yes,yes,unknown,20,may,1045,1,-1,0,unknown,yes
44479,71,retired,married,secondary,no,2064,no,no,cellular,9,aug,370,2,291,1,failure,no
9284,44,technician,married,secondary,no,363,no,yes,unknown,5,jun,650,2,-1,0,unknown,no
37247,34,management,single,tertiary,no,76,yes,no,cellular,13,may,747,2,371,3,failure,yes
6338,31,management,single,tertiary,no,-429,yes,yes,unknown,27,may,207,1,-1,0,unknown,no
23319,36,management,married,tertiary,no,0,no,no,cellular,27,aug,558,11,-1,0,unknown,no
11928,38,blue-collar,single,secondary,no,530,no,no,unknown,20,jun,17,6,-1,0,unknown,no
22197,35,management,single,tertiary,no,75,no,no,cellular,21,aug,122,5,-1,0,unknown,no
21024,58,retired,married,secondary,no,188,no,no,cellular,14,aug,141,2,-1,0,unknown,no
35184,38,services,married,secondary,no,369,yes,no,telephone,7,may,224,1,-1,0,unknown,no
5544,36,services,married,secondary,no,1694,yes,yes,unknown,23,may,164,6,-1,0,unknown,no
13616,29,management,single,tertiary,no,-223,no,yes,cellular,9,jul,208,1,-1,0,unknown,no
11637,46,entrepreneur,married,tertiary,no,341,no,no,unknown,19,jun,318,2,-1,0,unknown,no
2383,26,blue-collar,single,secondary,no,309,yes,no,unknown,13,may,210,1,-1,0,unknown,no
28569,53,self-employed,married,primary,no,127,no,no,cellular,29,jan,78,2,-1,0,unknown,no
30505,42,unemployed,single,secondary,no,139,yes,no,cellular,5,feb,148,2,-1,0,unknown,no
18717,34,blue-collar,married,secondary,no,699,yes,yes,cellular,31,jul,576,10,-1,0,unknown,no
42457,49,technician,married,secondary,no,307,no,no,cellular,9,dec,854,1,-1,0,unknown,yes
5460,37,blue-collar,married,unknown,no,603,yes,no,unknown,23,may,773,2,-1,0,unknown,no
10566,48,services,single,unknown,no,5095,yes,no,unknown,16,jun,71,1,-1,0,unknown,no
16659,35,blue-collar,married,secondary,no,218,yes,no,cellular,24,jul,128,2,-1,0,unknown,no
2998,60,management,married,primary,no,703,yes,no,unknown,14,may,378,1,-1,0,unknown,no
33306,39,blue-collar,married,primary,no,8637,yes,no,telephone,20,apr,78,1,313,1,failure,no
13919,31,housemaid,married,secondary,no,0,yes,no,cellular,10,jul,270,1,-1,0,unknown,no
42291,34,blue-collar,single,unknown,no,129,yes,yes,cellular,16,nov,295,1,200,2,success,yes
44144,47,admin.,single,secondary,no,3696,no,no,cellular,12,jul,250,2,181,4,success,yes
31829,46,management,married,tertiary,no,964,yes,no,cellular,8,apr,174,1,-1,0,unknown,no
40642,47,management,single,tertiary,no,86,no,no,cellular,5,aug,253,1,97,4,success,yes
15045,27,housemaid,married,secondary,no,0,no,yes,cellular,17,jul,72,1,-1,0,unknown,no
11251,41,entrepreneur,married,secondary,no,707,no,no,unknown,18,jun,707,1,-1,0,unknown,yes
28759,39,self-employed,married,tertiary,no,1492,yes,no,cellular,30,jan,227,1,189,1,failure,no
12144,35,management,married,tertiary,no,3083,no,no,unknown,20,jun,274,9,-1,0,unknown,no
25291,43,entrepreneur,married,secondary,no,3766,no,no,cellular,18,nov,84,4,-1,0,unknown,no
36603,31,blue-collar,married,primary,no,63,yes,no,cellular,12,may,256,1,-1,0,unknown,no
21948,36,management,married,tertiary,no,356,no,no,cellular,20,aug,184,6,-1,0,unknown,no
2448,52,services,married,secondary,no,3241,yes,no,unknown,13,may,105,1,-1,0,unknown,no
41788,36,admin.,divorced,secondary,no,592,no,no,cellular,13,oct,204,2,99,5,failure,yes
12861,44,housemaid,married,primary,no,-227,no,yes,cellular,7,jul,153,1,-1,0,unknown,no
35169,50,admin.,single,secondary,no,2040,yes,no,cellular,7,may,149,1,357,1,failure,no
18158,42,services,married,unknown,no,1340,no,yes,cellular,30,jul,88,5,-1,0,unknown,no
35683,59,self-employed,married,tertiary,no,6237,yes,no,cellular,8,may,63,1,169,2,failure,no
42634,21,student,single,secondary,no,2488,no,no,telephone,12,jan,661,2,92,1,success,yes
28777,27,management,single,tertiary,no,1277,no,no,cellular,30,jan,267,4,-1,0,unknown,no
31069,90,retired,divorced,secondary,no,1,no,no,cellular,13,feb,152,3,-1,0,unknown,yes
3832,46,blue-collar,married,primary,no,2499,yes,no,unknown,16,may,42,3,-1,0,unknown,no
19370,33,management,single,tertiary,no,1097,no,yes,cellular,6,aug,308,4,-1,0,unknown,no
2792,47,blue-collar,married,primary,no,4666,no,no,unknown,14,may,451,3,-1,0,unknown,no
27676,45,entrepreneur,married,secondary,no,-264,no,no,cellular,21,nov,85,2,-1,0,unknown,no
39307,27,technician,single,secondary,no,1842,yes,yes,cellular,18,may,687,2,300,1,failure,no
27141,35,services,single,secondary,no,1354,no,yes,cellular,21,nov,278,6,-1,0,unknown,no
44126,35,admin.,single,tertiary,no,170,no,no,unknown,12,jul,12,1,-1,0,unknown,no
11391,58,blue-collar,married,primary,no,0,yes,no,unknown,19,jun,573,1,-1,0,unknown,no
44782,42,management,single,secondary,no,900,yes,no,unknown,14,sep,6,1,524,7,other,no
7068,40,blue-collar,married,secondary,no,-428,yes,no,unknown,28,may,585,3,-1,0,unknown,no
13687,38,blue-collar,divorced,secondary,no,-2093,yes,yes,unknown,9,jul,120,3,-1,0,unknown,no
13031,26,entrepreneur,married,secondary,no,-306,no,yes,cellular,8,jul,342,1,-1,0,unknown,no
41018,50,housemaid,divorced,secondary,no,0,no,no,telephone,13,aug,43,1,105,2,failure,no
25186,40,management,married,tertiary,no,11,yes,no,cellular,18,nov,65,2,-1,0,unknown,no
36042,57,admin.,single,secondary,no,7400,yes,no,cellular,11,may,485,2,-1,0,unknown,no
124,52,technician,married,tertiary,no,7,no,yes,unknown,5,may,175,1,-1,0,unknown,no
1572,31,blue-collar,married,primary,no,856,yes,no,unknown,8,may,303,3,-1,0,unknown,no
21791,33,management,married,tertiary,no,1412,yes,no,unknown,19,aug,480,1,-1,0,unknown,yes
34176,30,admin.,single,tertiary,no,305,no,no,cellular,30,apr,633,1,85,2,success,yes
25194,52,entrepreneur,married,tertiary,no,507,no,no,cellular,18,nov,123,2,-1,0,unknown,no
28404,33,management,single,tertiary,no,-144,no,no,cellular,29,jan,348,1,-1,0,unknown,no
6179,34,blue-collar,married,secondary,no,-61,yes,no,unknown,27,may,128,1,-1,0,unknown,no
29506,40,admin.,married,secondary,no,0,yes,no,cellular,3,feb,561,1,201,1,failure,no
30506,45,admin.,married,secondary,no,67,no,no,cellular,5,feb,326,2,-1,0,unknown,no
22826,35,technician,single,secondary,no,-816,no,no,cellular,25,aug,54,19,-1,0,unknown,no
29837,32,management,single,tertiary,no,1431,no,no,cellular,4,feb,199,2,-1,0,unknown,no
17618,53,unemployed,married,secondary,no,329,yes,no,cellular,29,jul,69,2,-1,0,unknown,no
44132,66,retired,divorced,unknown,no,53,no,no,cellular,12,jul,562,4,-1,0,unknown,yes
44624,34,management,married,tertiary,no,589,no,no,cellular,1,sep,300,1,44,3,other,yes
4584,33,services,married,secondary,no,210,yes,yes,unknown,20,may,201,1,-1,0,unknown,no
27689,51,management,single,tertiary,no,8265,yes,no,cellular,21,nov,168,3,-1,0,unknown,no
13,58,technician,married,unknown,no,71,yes,no,unknown,5,may,71,1,-1,0,unknown,no
1451,55,entrepreneur,married,primary,no,298,yes,no,unknown,8,may,144,3,-1,0,unknown,no
29078,38,admin.,married,secondary,no,-500,no,yes,cellular,2,feb,67,1,195,5,other,no
4220,55,technician,married,secondary,no,978,yes,no,unknown,19,may,259,1,-1,0,unknown,no
11967,42,self-employed,married,tertiary,no,1430,yes,yes,unknown,20,jun,16,3,-1,0,unknown,no
22329,33,technician,single,secondary,no,18,no,no,cellular,22,aug,93,2,-1,0,unknown,no
29289,46,management,divorced,tertiary,no,665,yes,no,cellular,2,feb,158,2,207,1,other,no
25538,31,technician,single,secondary,no,1188,yes,no,cellular,19,nov,82,1,-1,0,unknown,no
34050,34,self-employed,single,tertiary,no,5462,no,no,cellular,30,apr,430,1,-1,0,unknown,yes
43851,31,management,single,tertiary,no,515,no,no,cellular,1,jun,296,5,-1,0,unknown,yes
25697,48,admin.,married,secondary,no,1428,no,no,cellular,19,nov,498,1,-1,0,unknown,no
37085,33,management,married,tertiary,no,1195,yes,no,telephone,13,may,355,4,-1,0,unknown,no
20076,32,housemaid,married,primary,no,727,no,no,cellular,11,aug,68,4,-1,0,unknown,no
35020,38,management,married,tertiary,no,-1884,yes,no,cellular,6,may,82,2,289,1,failure,no
15508,37,management,married,tertiary,no,2364,no,no,telephone,18,jul,662,4,-1,0,unknown,no
39879,33,services,divorced,secondary,no,1117,no,no,cellular,2,jun,417,1,-1,0,unknown,yes
30605,31,self-employed,single,secondary,no,0,no,yes,telephone,6,feb,287,6,-1,0,unknown,no
15420,46,self-employed,married,primary,no,5442,yes,no,cellular,18,jul,115,4,-1,0,unknown,no
39696,32,admin.,single,secondary,no,1649,no,no,cellular,27,may,204,2,-1,0,unknown,no
12391,60,retired,divorced,primary,no,95,no,yes,unknown,27,jun,244,1,-1,0,unknown,no
13297,27,blue-collar,married,secondary,no,-59,no,yes,cellular,8,jul,154,3,-1,0,unknown,no
31332,64,retired,married,unknown,no,2923,no,no,cellular,12,mar,120,1,-1,0,unknown,no
30768,44,self-employed,divorced,tertiary,no,2938,no,no,cellular,6,feb,107,2,-1,0,unknown,no
13486,34,admin.,married,secondary,no,0,yes,yes,cellular,9,jul,127,1,-1,0,unknown,no
35874,46,admin.,divorced,secondary,no,-637,yes,no,cellular,8,may,218,1,172,1,failure,no
35417,33,blue-collar,married,secondary,no,478,yes,no,cellular,7,may,349,1,338,1,failure,no
13829,35,management,single,tertiary,no,292,no,yes,cellular,10,jul,220,1,-1,0,unknown,no
33646,48,admin.,single,secondary,no,-874,yes,no,cellular,20,apr,243,2,151,7,other,no
499,37,technician,single,secondary,no,17,yes,no,unknown,6,may,164,1,-1,0,unknown,no
24622,53,retired,married,tertiary,no,2269,no,no,cellular,17,nov,1091,2,150,1,success,yes
34815,44,management,single,tertiary,no,3,yes,no,cellular,6,may,147,1,-1,0,unknown,no
6528,49,blue-collar,divorced,primary,no,15,yes,no,unknown,27,may,550,7,-1,0,unknown,no
12430,49,blue-collar,married,primary,no,230,no,yes,unknown,30,jun,176,1,-1,0,unknown,no
45159,60,services,married,secondary,no,4428,no,no,cellular,9,nov,125,1,96,6,failure,no
28120,30,technician,single,secondary,no,486,no,no,cellular,28,jan,335,3,-1,0,unknown,no
20392,31,technician,single,secondary,no,433,no,no,cellular,11,aug,1504,2,-1,0,unknown,no
21454,32,management,single,tertiary,no,1966,no,no,cellular,18,aug,176,3,-1,0,unknown,no
17855,30,services,married,primary,no,1015,yes,no,cellular,30,jul,11,8,-1,0,unknown,no
31348,36,entrepreneur,divorced,tertiary,no,3407,no,no,cellular,16,mar,392,4,-1,0,unknown,yes
42905,34,management,single,tertiary,no,382,no,no,cellular,5,feb,148,1,94,1,failure,no
27359,59,management,married,tertiary,no,261,yes,yes,cellular,21,nov,124,1,-1,0,unknown,no
3042,49,technician,married,secondary,no,6050,yes,no,unknown,14,may,229,2,-1,0,unknown,no
